v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_violation,v_net_current_violation,v_net_place_violation,v_net_route_violation,v_net_budget,v_net_place_budget,v_net_route_budget,place_result,route_result,early_rejection,revoke_times,selected_actions,num_placed_nodes,num_routed_links
1,1,1,2541.6666666666665,4225.666666666666,251568.8712903612,418247.6827997257,0.6014830007099472,0.6014830007099472,20,0,1,26.0,3320906,111114,3209792,0.015514109777167384,0.0011333669837314542,0,98.97791657325686,26.0,20,64,True,"{18: 474, 2: 177, 6: 483, 13: 485, 1: 56, 11: 482, 15: 71, 16: 26, 9: 418, 0: 18, 17: 438, 10: 137, 7: 481, 5: 272, 19: 416, 12: 166, 3: 16, 8: 115, 4: 123, 14: 266}","{(0, 4): [(18, 123)], (0, 6): [(18, 483)], (0, 8): [(18, 115)], (0, 11): [(18, 300), (300, 482)], (0, 17): [(18, 240), (240, 438)], (0, 18): [(18, 474)], (1, 3): [(56, 11), (11, 147), (147, 16)], (1, 5): [(56, 272)], (1, 12): [(56, 114), (114, 166)], (1, 15): [(56, 202), (202, 71)], (1, 19): [(56, 416)], (2, 5): [(177, 286), (286, 208), (208, 272)], (2, 6): [(177, 483)], (2, 7): [(177, 380), (380, 481)], (2, 9): [(177, 336), (336, 418)], (2, 12): [(177, 299), (299, 72), (72, 166)], (2, 15): [(177, 326), (326, 71)], (3, 4): [(16, 123)], (3, 6): [(16, 483)], (3, 8): [(16, 145), (145, 115)], (3, 14): [(16, 266)], (3, 17): [(16, 254), (254, 354), (354, 438)], (4, 7): [(123, 356), (356, 481)], (4, 8): [(123, 115)], (4, 12): [(123, 266), (266, 94), (94, 166)], (4, 14): [(123, 266)], (4, 15): [(123, 394), (394, 71)], (4, 17): [(123, 95), (95, 438)], (4, 18): [(123, 134), (134, 0), (0, 474)], (5, 7): [(272, 481)], (5, 11): [(272, 482)], (5, 12): [(272, 166)], (5, 15): [(272, 71)], (6, 10): [(483, 58), (58, 137)], (6, 14): [(483, 266)], (6, 15): [(483, 104), (104, 71)], (6, 19): [(483, 416)], (7, 10): [(481, 224), (224, 77), (77, 343), (343, 137)], (7, 18): [(481, 345), (345, 474)], (8, 10): [(115, 137)], (8, 13): [(115, 320), (320, 485)], (8, 14): [(115, 200), (200, 266)], (8, 16): [(115, 247), (247, 331), (331, 26)], (8, 17): [(115, 134), (134, 438)], (8, 18): [(115, 474)], (9, 11): [(418, 98), (98, 56), (56, 482)], (10, 12): [(137, 251), (251, 166)], (10, 13): [(137, 34), (34, 485)], (10, 15): [(137, 106), (106, 71)], (10, 16): [(137, 384), (384, 26)], (10, 17): [(137, 75), (75, 106), (106, 438)], (10, 19): [(137, 416)], (11, 18): [(482, 202), (202, 310), (310, 474)], (12, 14): [(166, 353), (353, 94), (94, 266)], (12, 15): [(166, 71)], (13, 14): [(485, 266)], (13, 17): [(485, 438)], (13, 19): [(485, 233), (233, 416)], (14, 19): [(266, 147), (147, 11), (11, 416)], (15, 16): [(71, 94), (94, 26)], (15, 18): [(71, 135), (135, 474)], (16, 17): [(26, 456), (456, 311), (311, 438)], (16, 19): [(26, 104), (104, 162), (162, 416)], (17, 19): [(438, 383), (383, 338), (338, 416)]}","{(18, 474): {'cpu': 7, 'gpu': 3, 'ram': 26}, (2, 177): {'cpu': 4, 'gpu': 40, 'ram': 40}, (6, 483): {'cpu': 34, 'gpu': 33, 'ram': 10}, (13, 485): {'cpu': 37, 'gpu': 29, 'ram': 56}, (1, 56): {'cpu': 25, 'gpu': 31, 'ram': 23}, (11, 482): {'cpu': 54, 'gpu': 36, 'ram': 10}, (15, 71): {'cpu': 43, 'gpu': 14, 'ram': 2}, (16, 26): {'cpu': 53, 'gpu': 9, 'ram': 3}, (9, 418): {'cpu': 38, 'gpu': 60, 'ram': 28}, (0, 18): {'cpu': 26, 'gpu': 58, 'ram': 35}, (17, 438): {'cpu': 1, 'gpu': 25, 'ram': 35}, (10, 137): {'cpu': 47, 'gpu': 47, 'ram': 21}, (7, 481): {'cpu': 17, 'gpu': 54, 'ram': 45}, (5, 272): {'cpu': 13, 'gpu': 27, 'ram': 59}, (19, 416): {'cpu': 6, 'gpu': 5, 'ram': 38}, (12, 166): {'cpu': 6, 'gpu': 41, 'ram': 1}, (3, 16): {'cpu': 48, 'gpu': 20, 'ram': 47}, (8, 115): {'cpu': 5, 'gpu': 29, 'ram': 6}, (4, 123): {'cpu': 38, 'gpu': 57, 'ram': 47}, (14, 266): {'cpu': 37, 'gpu': 8, 'ram': 54}}","{((0, 4), (18, 123)): {'bw': 27}, ((0, 6), (18, 483)): {'bw': 55}, ((0, 8), (18, 115)): {'bw': 49}, ((0, 11), (18, 300)): {'bw': 9}, ((0, 11), (300, 482)): {'bw': 9}, ((0, 17), (18, 240)): {'bw': 48}, ((0, 17), (240, 438)): {'bw': 48}, ((0, 18), (18, 474)): {'bw': 41}, ((1, 3), (56, 11)): {'bw': 31}, ((1, 3), (11, 147)): {'bw': 31}, ((1, 3), (147, 16)): {'bw': 31}, ((1, 5), (56, 272)): {'bw': 11}, ((1, 12), (56, 114)): {'bw': 56}, ((1, 12), (114, 166)): {'bw': 56}, ((1, 15), (56, 202)): {'bw': 34}, ((1, 15), (202, 71)): {'bw': 34}, ((1, 19), (56, 416)): {'bw': 50}, ((2, 5), (177, 286)): {'bw': 6}, ((2, 5), (286, 208)): {'bw': 6}, ((2, 5), (208, 272)): {'bw': 6}, ((2, 6), (177, 483)): {'bw': 23}, ((2, 7), (177, 380)): {'bw': 6}, ((2, 7), (380, 481)): {'bw': 6}, ((2, 9), (177, 336)): {'bw': 53}, ((2, 9), (336, 418)): {'bw': 53}, ((2, 12), (177, 299)): {'bw': 16}, ((2, 12), (299, 72)): {'bw': 16}, ((2, 12), (72, 166)): {'bw': 16}, ((2, 15), (177, 326)): {'bw': 22}, ((2, 15), (326, 71)): {'bw': 22}, ((3, 4), (16, 123)): {'bw': 45}, ((3, 6), (16, 483)): {'bw': 30}, ((3, 8), (16, 145)): {'bw': 57}, ((3, 8), (145, 115)): {'bw': 57}, ((3, 14), (16, 266)): {'bw': 14}, ((3, 17), (16, 254)): {'bw': 17}, ((3, 17), (254, 354)): {'bw': 17}, ((3, 17), (354, 438)): {'bw': 17}, ((4, 7), (123, 356)): {'bw': 28}, ((4, 7), (356, 481)): {'bw': 28}, ((4, 8), (123, 115)): {'bw': 47}, ((4, 12), (123, 266)): {'bw': 25}, ((4, 12), (266, 94)): {'bw': 25}, ((4, 12), (94, 166)): {'bw': 25}, ((4, 14), (123, 266)): {'bw': 30}, ((4, 15), (123, 394)): {'bw': 6}, ((4, 15), (394, 71)): {'bw': 6}, ((4, 17), (123, 95)): {'bw': 56}, ((4, 17), (95, 438)): {'bw': 56}, ((4, 18), (123, 134)): {'bw': 1}, ((4, 18), (134, 0)): {'bw': 1}, ((4, 18), (0, 474)): {'bw': 1}, ((5, 7), (272, 481)): {'bw': 8}, ((5, 11), (272, 482)): {'bw': 17}, ((5, 12), (272, 166)): {'bw': 52}, ((5, 15), (272, 71)): {'bw': 39}, ((6, 10), (483, 58)): {'bw': 7}, ((6, 10), (58, 137)): {'bw': 7}, ((6, 14), (483, 266)): {'bw': 49}, ((6, 15), (483, 104)): {'bw': 52}, ((6, 15), (104, 71)): {'bw': 52}, ((6, 19), (483, 416)): {'bw': 15}, ((7, 10), (481, 224)): {'bw': 19}, ((7, 10), (224, 77)): {'bw': 19}, ((7, 10), (77, 343)): {'bw': 19}, ((7, 10), (343, 137)): {'bw': 19}, ((7, 18), (481, 345)): {'bw': 10}, ((7, 18), (345, 474)): {'bw': 10}, ((8, 10), (115, 137)): {'bw': 16}, ((8, 13), (115, 320)): {'bw': 57}, ((8, 13), (320, 485)): {'bw': 57}, ((8, 14), (115, 200)): {'bw': 20}, ((8, 14), (200, 266)): {'bw': 20}, ((8, 16), (115, 247)): {'bw': 57}, ((8, 16), (247, 331)): {'bw': 57}, ((8, 16), (331, 26)): {'bw': 57}, ((8, 17), (115, 134)): {'bw': 54}, ((8, 17), (134, 438)): {'bw': 54}, ((8, 18), (115, 474)): {'bw': 46}, ((9, 11), (418, 98)): {'bw': 48}, ((9, 11), (98, 56)): {'bw': 48}, ((9, 11), (56, 482)): {'bw': 48}, ((10, 12), (137, 251)): {'bw': 10}, ((10, 12), (251, 166)): {'bw': 10}, ((10, 13), (137, 34)): {'bw': 8}, ((10, 13), (34, 485)): {'bw': 8}, ((10, 15), (137, 106)): {'bw': 56}, ((10, 15), (106, 71)): {'bw': 56}, ((10, 16), (137, 384)): {'bw': 4}, ((10, 16), (384, 26)): {'bw': 4}, ((10, 17), (137, 75)): {'bw': 38}, ((10, 17), (75, 106)): {'bw': 38}, ((10, 17), (106, 438)): {'bw': 38}, ((10, 19), (137, 416)): {'bw': 2}, ((11, 18), (482, 202)): {'bw': 31}, ((11, 18), (202, 310)): {'bw': 31}, ((11, 18), (310, 474)): {'bw': 31}, ((12, 14), (166, 353)): {'bw': 45}, ((12, 14), (353, 94)): {'bw': 45}, ((12, 14), (94, 266)): {'bw': 45}, ((12, 15), (166, 71)): {'bw': 44}, ((13, 14), (485, 266)): {'bw': 42}, ((13, 17), (485, 438)): {'bw': 5}, ((13, 19), (485, 233)): {'bw': 36}, ((13, 19), (233, 416)): {'bw': 36}, ((14, 19), (266, 147)): {'bw': 36}, ((14, 19), (147, 11)): {'bw': 36}, ((14, 19), (11, 416)): {'bw': 36}, ((15, 16), (71, 94)): {'bw': 38}, ((15, 16), (94, 26)): {'bw': 38}, ((15, 18), (71, 135)): {'bw': 10}, ((15, 18), (135, 474)): {'bw': 10}, ((16, 17), (26, 456)): {'bw': 21}, ((16, 17), (456, 311)): {'bw': 21}, ((16, 17), (311, 438)): {'bw': 21}, ((16, 19), (26, 104)): {'bw': 52}, ((16, 19), (104, 162)): {'bw': 52}, ((16, 19), (162, 416)): {'bw': 52}, ((17, 19), (438, 383)): {'bw': 21}, ((17, 19), (383, 338)): {'bw': 21}, ((17, 19), (338, 416)): {'bw': 21}}",4225.666666666666,2541.6666666666665,1167.3333333333333,583.6666666666666,1958,583.6666666666666,1958,583.6666666666666,3642,1684,0.6014830007099472,418247.6827997257,251568.8712903612,59.533534264501355,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],20.0,64.0
1,1,0,2541.6666666666665,4225.666666666666,251568.8712903612,418247.6827997257,0.6014830007099472,0.6014830007099472,20,1,0,124.97791657325686,3326299,112865,3213434,0.0,0.0,0,98.97791657325686,26.0,20,64,False,{},{},{},{},0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
